ano,mes,tipo,formulario,metrica,unidades,monto_dolar,monto_local
2015,3, Exportaci▋ , Certificado de Orign para Exportaci南 de banano ,real,822,2465.51,1300435.56
2015,3, Exportaci▋ , Registro Exportador Electr南ico ,real,354,1062.16,560239.83
2015,3, Exportaci▋ , Certificado Libre Venta de Alimentos y Bebidas C.A. ,real,90,269.63,142216.68
2015,3, Importaci▋ , Declaraci南 Aduanera Importaci南 ,real,130,390.02,205714.8
2015,3, Importaci▋ , Declaraci南 Aduanera Trans.Recep.y Dep.Fiscal ,real,481,481.21,253812.37
2015,3, Importaci▋ , Declaraci南 Valor Aduanas ,real,14244,3562.49,1879038.2
2015,3, Importaci▋ , Formulario Autorizaci南 Desalmacenaje ,real,106,318.07,167768.61
2015,3, Exportaci▋ ,Declaraci南 Aduanera Exportaci南,real,20,59.89,31587
2015,3, Importaci▋ , Pasan Declaraci南 Aduanera Importaci南 ,real,80,79.99,42191
2015,3, Exportaci▋ , Certificado de Orign China-Costa Rica ,real,72,215.95,113904.78
2015,3,Costo,Costo de ventas,real,,-5376.53,-2858594.45
2015,4,Otros, Declaraci南 Unica Aduanera (TICA) ,presupuesto,74369.26,223107.78,123824819.6
2015,4,Otros,Derechos Electr南icos (FAD),presupuesto,24850.39,74551.18,41375906.88
2015,4,Otros, Marchamos ,presupuesto,8988,26964,14965020
2015,4, Exportaci▋ , Certificado Libre Venta Productos Alimenticios ,presupuesto,164,492,273060
2015,4, Exportaci▋ , Certificado Origen S.G.P. ,presupuesto,725,2175,1207125
2015,4, Exportaci▋ , Certificado EUR-1 ,presupuesto,3785,11355,6302025
2015,4, Exportaci▋ , EFTA-EUR ,presupuesto,42,126,69930
2015,4, Exportaci▋ , Certificado de Orign para Exportaci南 de banano ,presupuesto,541,1623,900765
2015,4, Exportaci▋ , Registro Exportador Electr南ico ,presupuesto,270,810,449550
2015,4, Exportaci▋ , Certificado Libre Venta de Alimentos y Bebidas C.A. ,presupuesto,130.5,391.5,217282.5
2015,4, Importaci▋ , Declaraci南 Aduanera Importaci南 ,presupuesto,88,264,146520
2015,4, Importaci▋ , Declaraci南 Aduanera Trans.Recep.y Dep.Fiscal ,presupuesto,316.5,316.5,175657.5
2015,4, Importaci▋ , Declaraci南 Valor Aduanas ,presupuesto,12309,3077.25,1707873.75
2015,4, Importaci▋ , Formulario Autorizaci南 Desalmacenaje ,presupuesto,261,783,434565
2015,4, Importaci▋ , Pasan Declaraci南 Aduanera Importaci南 ,presupuesto,48.25,48.25,26778.75
2015,4,Costo,Costo de ventas,presupuesto,,-4793.88,-2660600.66
2015,4,Otros, Declaraci南 Unica Aduanera (TICA) ,real,106717.38,320152.13,168593490.7
2015,4,Otros,Derechos Electr南icos (FAD),real,26720,80159.61,42176276.91
2015,4,Otros, Marchamos ,real,8897,26691.26,14043697.42
2015,4, Exportaci▋ , Certificado Libre Venta Productos Alimenticios ,real,212,635.76,334509.15
2015,4, Exportaci▋ , Certificado Origen S.G.P. ,real,100,299.76,157721.58
2015,4, Exportaci▋ , Certificado EUR-1 ,real,4889,14668.03,7717636.77
2015,4, Exportaci▋ , EFTA-EUR ,real,188,564.02,296763.09
2015,4, Exportaci▋ , Certificado de Orign para Exportaci南 de banano ,real,1694,5082.21,2674022.94
2015,4, Exportaci▋ , Registro Exportador Electr南ico ,real,304,911.95,479824.59
2015,4, Exportaci▋ , Certificado Libre Venta de Alimentos y Bebidas C.A. ,real,251,752.54,395953.02
2015,4, Importaci▋ , Declaraci南 Aduanera Importaci南 ,real,123,368.83,194059.5
2015,4, Importaci▋ , Declaraci南 Aduanera Trans.Recep.y Dep.Fiscal ,real,247,247.01,129967.6
2015,4, Importaci▋ , Declaraci南 Valor Aduanas ,real,14959,3739.77,1967693.42
2015,4, Importaci▋ , Formulario Autorizaci南 Desalmacenaje ,real,124,372.04,195749.1
2015,4, Exportaci▋ ,Declaraci南 Aduanera Exportaci南,real,,0,
2015,4, Importaci▋ , Pasan Declaraci南 Aduanera Importaci南 ,real,40,39.97,21030
2015,4, Exportaci▋ , Certificado de Orign China-Costa Rica ,real,76,228.07,119997.72
2015,4,Costo,Costo de ventas,real,,-5072.65,-2683653.36
2015,5,Otros, Declaraci南 Unica Aduanera (TICA) ,presupuesto,87724.3,263172.9,146060960.4
2015,5,Otros,Derechos Electr南icos (FAD),presupuesto,24575.33,73725.98,40917919.06
2015,5,Otros, Marchamos ,presupuesto,9236.75,27710.25,15379188.75
2015,5, Exportaci▋ , Certificado Libre Venta Productos Alimenticios ,presupuesto,197,591,328005
2015,5, Exportaci▋ , Certificado Origen S.G.P. ,presupuesto,606,1818,1008990
2015,5, Exportaci▋ , Certificado EUR-1 ,presupuesto,2945,8835,4903425
2015,5, Exportaci▋ , EFTA-EUR ,presupuesto,45,135,74925
2015,5, Exportaci▋ , Certificado de Orign para Exportaci南 de banano ,presupuesto,1083,3249,1803195
2015,5, Exportaci▋ , Registro Exportador Electr南ico ,presupuesto,306.75,920.25,510738.75
2015,5, Exportaci▋ , Certificado Libre Venta de Alimentos y Bebidas C.A. ,presupuesto,147,441,244755
2015,5, Importaci▋ , Declaraci南 Aduanera Importaci南 ,presupuesto,41,123,68265
2015,5, Importaci▋ , Declaraci南 Aduanera Trans.Recep.y Dep.Fiscal ,presupuesto,290,290,160950
2015,5, Importaci▋ , Declaraci南 Valor Aduanas ,presupuesto,17536,4384,2433120
2015,5, Importaci▋ , Formulario Autorizaci南 Desalmacenaje ,presupuesto,151,453,251415
2015,5, Importaci▋ , Pasan Declaraci南 Aduanera Importaci南 ,presupuesto,51,51,28305
2015,5,Costo,Costo de ventas,presupuesto,,-4995.72,-2772626.57
2015,6,Otros, Declaraci南 Unica Aduanera (TICA) ,presupuesto,76465.72,229397.15,127315418.7
2015,6,Otros,Derechos Electr南icos (FAD),presupuesto,23666.25,70998.75,39404306.25
2015,6,Otros, Marchamos ,presupuesto,10073,30219,16771545
2015,6, Exportaci▋ , Certificado Libre Venta Productos Alimenticios ,presupuesto,504,1512,839160
2015,6, Exportaci▋ , Certificado Origen S.G.P. ,presupuesto,963,2889,1603395
2015,6, Exportaci▋ , Certificado EUR-1 ,presupuesto,3163,9489,5266395
2015,6, Exportaci▋ , EFTA-EUR ,presupuesto,38,114,63270
2015,6, Exportaci▋ , Certificado de Orign para Exportaci南 de banano ,presupuesto,650,1950,1082250
2015,6, Exportaci▋ , Registro Exportador Electr南ico ,presupuesto,272,816,452880
2015,6, Exportaci▋ , Certificado Libre Venta de Alimentos y Bebidas C.A. ,presupuesto,232.5,697.5,387112.5
2015,6, Importaci▋ , Declaraci南 Aduanera Importaci南 ,presupuesto,48,144,79920
2015,6, Importaci▋ , Declaraci南 Aduanera Trans.Recep.y Dep.Fiscal ,presupuesto,283,283,157065
2015,6, Importaci▋ , Declaraci南 Valor Aduanas ,presupuesto,13329,3332.25,1849398.75
2015,6, Importaci▋ , Formulario Autorizaci南 Desalmacenaje ,presupuesto,114,342,189810
2015,6, Importaci▋ , Pasan Declaraci南 Aduanera Importaci南 ,presupuesto,44.5,44.5,24697.5
2015,6,Costo,Costo de ventas,presupuesto,,-5330.65,-2958508.55
2015,7,Otros, Declaraci南 Unica Aduanera (TICA) ,presupuesto,66507.39,199522.16,110734797.5
2015,7,Otros,Derechos Electr南icos (FAD),presupuesto,22335.25,67005.75,37188191.25
2015,7,Otros, Marchamos ,presupuesto,8217.25,24651.75,13681721.25
2015,7, Exportaci▋ , Certificado Libre Venta Productos Alimenticios ,presupuesto,278,834,462870
2015,7, Exportaci▋ , Certificado Origen S.G.P. ,presupuesto,888,2664,1478520
2015,7, Exportaci▋ , Certificado EUR-1 ,presupuesto,3502,10506,5830830
2015,7, Exportaci▋ , EFTA-EUR ,presupuesto,33,99,54945
2015,7, Exportaci▋ , Certificado de Orign para Exportaci南 de banano ,presupuesto,892,2676,1485180
2015,7, Exportaci▋ , Registro Exportador Electr南ico ,presupuesto,285.25,855.75,474941.25
2015,7, Exportaci▋ , Certificado Libre Venta de Alimentos y Bebidas C.A. ,presupuesto,237.5,712.5,395437.5
2015,7, Importaci▋ , Declaraci南 Aduanera Importaci南 ,presupuesto,86,258,143190
2015,7, Importaci▋ , Declaraci南 Aduanera Trans.Recep.y Dep.Fiscal ,presupuesto,292,292,162060
2015,7, Importaci▋ , Declaraci南 Valor Aduanas ,presupuesto,15913,3978.25,2207928.75
2015,7, Importaci▋ , Formulario Autorizaci南 Desalmacenaje ,presupuesto,201,603,334665
2015,7, Importaci▋ , Pasan Declaraci南 Aduanera Importaci南 ,presupuesto,50.75,50.75,28166.25
2015,7,Costo,Costo de ventas,presupuesto,,-4524.68,-2511199.81
2015,8,Otros, Declaraci南 Unica Aduanera (TICA) ,presupuesto,61282.73,183848.2,102035752.8
2015,8,Otros,Derechos Electr南icos (FAD),presupuesto,24727,74181,41170455
2015,8,Otros, Marchamos ,presupuesto,9220.5,27661.5,15352132.5
2015,8, Exportaci▋ , Certificado Libre Venta Productos Alimenticios ,presupuesto,237.83,713.5,395992.5
2015,8, Exportaci▋ , Certificado Origen S.G.P. ,presupuesto,341,1023,567765
2015,8, Exportaci▋ , Certificado EUR-1 ,presupuesto,1575.5,4726.5,2623207.5
2015,8, Exportaci▋ , EFTA-EUR ,presupuesto,29,87,48285
2015,8, Exportaci▋ , Certificado de Orign para Exportaci南 de banano ,presupuesto,550,1650,915750
2015,8, Exportaci▋ , Registro Exportador Electr南ico ,presupuesto,296.75,890.25,494088.75
2015,8, Exportaci▋ , Certificado Libre Venta de Alimentos y Bebidas C.A. ,presupuesto,209,627,347985
2015,8, Importaci▋ , Declaraci南 Aduanera Importaci南 ,presupuesto,52,156,86580
2015,8, Importaci▋ , Declaraci南 Aduanera Trans.Recep.y Dep.Fiscal ,presupuesto,302,302,167610
2015,8, Importaci▋ , Declaraci南 Valor Aduanas ,presupuesto,15500,3875,2150625
2015,8, Importaci▋ , Formulario Autorizaci南 Desalmacenaje ,presupuesto,220,660,366300
2015,8, Importaci▋ , Pasan Declaraci南 Aduanera Importaci南 ,presupuesto,67,67,37185
2015,8,Costo,Costo de ventas,presupuesto,,-4843.42,-2688096.89
2015,9,Otros, Declaraci南 Unica Aduanera (TICA) ,presupuesto,65349.17,196047.51,108806366.2
2015,9,Otros,Derechos Electr南icos (FAD),presupuesto,22265,66795,37071225
2015,9,Otros, Marchamos ,presupuesto,9363.75,28091.25,15590643.75
2015,9, Exportaci▋ , Certificado Libre Venta Productos Alimenticios ,presupuesto,237.83,713.5,395992.5
2015,9, Exportaci▋ , Certificado Origen S.G.P. ,presupuesto,326,978,542790
2015,9, Exportaci▋ , Certificado EUR-1 ,presupuesto,2324.5,6973.5,3870292.5
2015,9, Exportaci▋ , EFTA-EUR ,presupuesto,24,72,39960
2015,9, Exportaci▋ , Certificado de Orign para Exportaci南 de banano ,presupuesto,550,1650,915750
2015,9, Exportaci▋ , Registro Exportador Electr南ico ,presupuesto,300.75,902.25,500748.75
2015,9, Exportaci▋ , Certificado Libre Venta de Alimentos y Bebidas C.A. ,presupuesto,200.5,601.5,333832.5
2015,9, Importaci▋ , Declaraci南 Aduanera Importaci南 ,presupuesto,60,180,99900
2015,9, Importaci▋ , Declaraci南 Aduanera Trans.Recep.y Dep.Fiscal ,presupuesto,328,328,182040
2015,9, Importaci▋ , Declaraci南 Valor Aduanas ,presupuesto,18500,4625,2566875
2015,9, Importaci▋ , Formulario Autorizaci南 Desalmacenaje ,presupuesto,220,660,366300
2015,9, Importaci▋ , Pasan Declaraci南 Aduanera Importaci南 ,presupuesto,49.13,49.13,27264.38
2015,9,Costo,Costo de ventas,presupuesto,,-5000.5,-2775278.94
2015,10,Otros, Declaraci南 Unica Aduanera (TICA) ,presupuesto,66590,199770,110872350
2015,10,Otros,Derechos Electr南icos (FAD),presupuesto,23956.75,71870.25,39887988.75
2015,10,Otros, Marchamos ,presupuesto,8288.13,24864.38,13799728.13
2015,10, Exportaci▋ , Certificado Libre Venta Productos Alimenticios ,presupuesto,238,714,396270
2015,10, Exportaci▋ , Certificado Origen S.G.P. ,presupuesto,325,975,541125
2015,10, Exportaci▋ , Certificado EUR-1 ,presupuesto,4509.5,13528.5,7508317.5
2015,10, Exportaci▋ , EFTA-EUR ,presupuesto,25,75,41625
2015,10, Exportaci▋ , Certificado de Orign para Exportaci南 de banano ,presupuesto,550,1650,915750
2015,10, Exportaci▋ , Registro Exportador Electr南ico ,presupuesto,300,900,499500
2015,10, Exportaci▋ , Certificado Libre Venta de Alimentos y Bebidas C.A. ,presupuesto,180.5,541.5,300532.5
2015,10, Importaci▋ , Declaraci南 Aduanera Importaci南 ,presupuesto,50,150,83250
2015,10, Importaci▋ , Declaraci南 Aduanera Trans.Recep.y Dep.Fiscal ,presupuesto,386.75,386.75,214646.25
2015,10, Importaci▋ , Declaraci南 Valor Aduanas ,presupuesto,19000,4750,2636250
2015,10, Importaci▋ , Formulario Autorizaci南 Desalmacenaje ,presupuesto,220,660,366300
2015,10, Importaci▋ , Pasan Declaraci南 Aduanera Importaci南 ,presupuesto,47,47,26085
2015,10,Costo,Costo de ventas,presupuesto,,-4600.72,-2553397.86
2015,11,Otros, Declaraci南 Unica Aduanera (TICA) ,presupuesto,78473.77,235421.32,130658831.7
2015,11,Otros,Derechos Electr南icos (FAD),presupuesto,24351.25,73053.75,40544831.25
2015,11,Otros, Marchamos ,presupuesto,8936.88,26810.63,14879896.88
2015,11, Exportaci▋ , Certificado Libre Venta Productos Alimenticios ,presupuesto,238,714,396270
2015,11, Exportaci▋ , Certificado Origen S.G.P. ,presupuesto,460,1380,765900
2015,11, Exportaci▋ , Certificado EUR-1 ,presupuesto,4035.5,12106.5,6719107.5
2015,11, Exportaci▋ , EFTA-EUR ,presupuesto,35,105,58275
2015,11, Exportaci▋ , Certificado de Orign para Exportaci南 de banano ,presupuesto,550,1650,915750
2015,11, Exportaci▋ , Registro Exportador Electr南ico ,presupuesto,289.25,867.75,481601.25
2015,11, Exportaci▋ , Certificado Libre Venta de Alimentos y Bebidas C.A. ,presupuesto,88,264,146520
2015,11, Importaci▋ , Declaraci南 Aduanera Importaci南 ,presupuesto,50,150,83250
2015,11, Importaci▋ , Declaraci南 Aduanera Trans.Recep.y Dep.Fiscal ,presupuesto,325,325,180375
2015,11, Importaci▋ , Declaraci南 Valor Aduanas ,presupuesto,21500,5375,2983125
2015,11, Importaci▋ , Formulario Autorizaci南 Desalmacenaje ,presupuesto,190,570,316350
2015,11, Importaci▋ , Pasan Declaraci南 Aduanera Importaci南 ,presupuesto,43,43,23865
2015,11,Costo,Costo de ventas,presupuesto,,-4935.34,-2739114.04
2015,12,Otros, Declaraci南 Unica Aduanera (TICA) ,presupuesto,88111.03,264333.09,146704865.8
2015,12,Otros,Derechos Electr南icos (FAD),presupuesto,23086.5,69259.5,38439022.5
2015,12,Otros, Marchamos ,presupuesto,9834.25,29502.75,16374026.25
2015,12, Exportaci▋ , Certificado Libre Venta Productos Alimenticios ,presupuesto,238,714,396270
2015,12, Exportaci▋ , Certificado Origen S.G.P. ,presupuesto,419,1257,697635
2015,12, Exportaci▋ , Certificado EUR-1 ,presupuesto,4037.5,12112.5,6722437.5
2015,12, Exportaci▋ , EFTA-EUR ,presupuesto,29,87,48285
2015,12, Exportaci▋ , Certificado de Orign para Exportaci南 de banano ,presupuesto,761,2283,1267065
2015,12, Exportaci▋ , Registro Exportador Electr南ico ,presupuesto,239,717,397935
2015,12, Exportaci▋ , Certificado Libre Venta de Alimentos y Bebidas C.A. ,presupuesto,113.33,340,188700
2015,12, Importaci▋ , Declaraci南 Aduanera Importaci南 ,presupuesto,50,150,83250
2015,12, Importaci▋ , Declaraci南 Aduanera Trans.Recep.y Dep.Fiscal ,presupuesto,402.25,402.25,223248.75
2015,12, Importaci▋ , Declaraci南 Valor Aduanas ,presupuesto,15500,3875,2150625
2015,12, Importaci▋ , Formulario Autorizaci南 Desalmacenaje ,presupuesto,220,660,366300
2015,12, Importaci▋ , Pasan Declaraci南 Aduanera Importaci南 ,presupuesto,51,51,28305
2015,12,Costo,Costo de ventas,presupuesto,,-5261.01,-2919861.6
